局名,ppb
西部コミュニティセンター,2
国設大阪,5
茨木市役所,4
高石中学校,5
池田市立南畑会館,9
大東市役所,15
府立修徳学院,8
貝塚市消防署,7
島本町役場,9
富田林市役所,6
南海団地,15
泉南市役所,11
緑ケ丘小学校,6
三日市公民館,4
藤井寺市役所,8
岸和田中央公園,5
佐野中学校,6
泉大津市役所,5
豊能町役場,3
此花区役所,****
平尾小学校,8
野中小学校,4
桃谷中学校,9
大宮中学校,****
聖賢小学校,****
清江小学校,5
摂陽中学校,****
今宮中学校,10
九条南小学校,****
茨田北小学校,****
南港中央公園,0
出来島小学校,4
少林寺,4
浜寺,4
三宝,5
若松台,6
石津,3
登美丘,6
深井,4
美原,2
金岡南,7
高石消防署高師浜出張所,3
豊中市千成,6
豊中市千里,12
豊中市役所,8
吹田市垂水,6
吹田市北消防署,6
吹田市高野台,3
東大阪市西保健センター,7
東大阪市六万寺,3
東大阪市環境衛生検査センター,4
楠葉,7
枚方市役所,1
王仁公園,4
高槻北,18
庄所,5
八尾市保健所,0
成田,
寝屋川市役所,4
