局名,ppb
西部コミュニティセンター,58
国設大阪,46
茨木市役所,58
高石中学校,52
池田市立南畑会館,58
大東市役所,59
府立修徳学院,43
貝塚市消防署,57
島本町役場,62
富田林市役所,53
南海団地,56
泉南市役所,62
緑ケ丘小学校,59
三日市公民館,44
藤井寺市役所,50
岸和田中央公園,60
佐野中学校,64
泉大津市役所,62
豊能町役場,55
此花区役所,43
平尾小学校,50
野中小学校,51
桃谷中学校,46
大宮中学校,57
聖賢小学校,49
清江小学校,42
摂陽中学校,57
今宮中学校,44
九条南小学校,48
茨田北小学校,60
南港中央公園,60
出来島小学校,53
少林寺,48
浜寺,48
三宝,56
若松台,50
石津,67
登美丘,51
深井,51
美原,40
金岡南,47
高石消防署高師浜出張所,60
豊中市千成,43
豊中市千里,52
豊中市役所,43
吹田市垂水,52
吹田市北消防署,59
吹田市高野台,54
東大阪市西保健センター,55
東大阪市六万寺,64
東大阪市環境衛生検査センター,55
楠葉,74
枚方市役所,75
王仁公園,67
高槻北,71
庄所,71
八尾市保健所,62
成田,
寝屋川市役所,60
