局名,ppb
西部コミュニティセンター,18
国設大阪,15
茨木市役所,14
高石中学校,12
池田市立南畑会館,16
大東市役所,16
府立修徳学院,10
貝塚市消防署,17
島本町役場,14
富田林市役所,15
南海団地,16
泉南市役所,16
緑ケ丘小学校,17
三日市公民館,13
藤井寺市役所,12
岸和田中央公園,18
佐野中学校,14
泉大津市役所,19
豊能町役場,6
此花区役所,11
平尾小学校,12
野中小学校,15
桃谷中学校,15
大宮中学校,19
聖賢小学校,14
清江小学校,****
摂陽中学校,14
今宮中学校,****
九条南小学校,13
茨田北小学校,18
南港中央公園,****
出来島小学校,****
少林寺,13
浜寺,13
三宝,13
若松台,17
石津,12
登美丘,13
深井,12
美原,10
金岡南,14
高石消防署高師浜出張所,12
豊中市千成,15
豊中市千里,13
豊中市役所,14
吹田市垂水,15
吹田市北消防署,14
吹田市高野台,15
東大阪市西保健センター,15
東大阪市六万寺,14
東大阪市環境衛生検査センター,14
楠葉,13
枚方市役所,17
王仁公園,14
高槻北,21
庄所,14
八尾市保健所,14
成田,
寝屋川市役所,16
