局名,ppb
西部コミュニティセンター,1
国設大阪,6
茨木市役所,2
高石中学校,3
池田市立南畑会館,****
大東市役所,****
府立修徳学院,0
貝塚市消防署,10
島本町役場,****
富田林市役所,2
南海団地,10
泉南市役所,****
緑ケ丘小学校,1
三日市公民館,2
藤井寺市役所,2
岸和田中央公園,5
佐野中学校,8
泉大津市役所,3
豊能町役場,5
此花区役所,5
平尾小学校,5
野中小学校,5
桃谷中学校,4
大宮中学校,4
聖賢小学校,5
清江小学校,2
摂陽中学校,1
今宮中学校,4
九条南小学校,4
茨田北小学校,3
南港中央公園,1
出来島小学校,5
少林寺,3
浜寺,2
三宝,2
若松台,0
石津,1
登美丘,0
深井,0
美原,0
金岡南,4
高石消防署高師浜出張所,1
豊中市千成,4
豊中市千里,4
豊中市役所,5
吹田市垂水,4
吹田市北消防署,6
吹田市高野台,3
東大阪市西保健センター,3
東大阪市六万寺,1
東大阪市環境衛生検査センター,0
楠葉,****
枚方市役所,****
王仁公園,****
高槻北,****
庄所,****
八尾市保健所,0
成田,
寝屋川市役所,4
