局名,ppb
西部コミュニティセンター,13
国設大阪,12
茨木市役所,10
高石中学校,14
池田市立南畑会館,13
大東市役所,13
府立修徳学院,5
貝塚市消防署,20
島本町役場,10
富田林市役所,13
南海団地,14
泉南市役所,15
緑ケ丘小学校,14
三日市公民館,11
藤井寺市役所,11
岸和田中央公園,16
佐野中学校,12
泉大津市役所,19
豊能町役場,11
此花区役所,11
平尾小学校,14
野中小学校,****
桃谷中学校,14
大宮中学校,14
聖賢小学校,13
清江小学校,8
摂陽中学校,11
今宮中学校,14
九条南小学校,13
茨田北小学校,13
南港中央公園,3
出来島小学校,13
少林寺,12
浜寺,13
三宝,9
若松台,16
石津,14
登美丘,12
深井,14
美原,6
金岡南,13
高石消防署高師浜出張所,12
豊中市千成,14
豊中市千里,10
豊中市役所,11
吹田市垂水,12
吹田市北消防署,11
吹田市高野台,11
東大阪市西保健センター,14
東大阪市六万寺,12
東大阪市環境衛生検査センター,19
楠葉,12
枚方市役所,12
王仁公園,9
高槻北,8
庄所,11
八尾市保健所,12
成田,
寝屋川市役所,12
