局名,ppb
西部コミュニティセンター,60
国設大阪,55
茨木市役所,62
高石中学校,66
池田市立南畑会館,****
大東市役所,50
府立修徳学院,42
貝塚市消防署,79
島本町役場,53
富田林市役所,50
南海団地,49
泉南市役所,73
緑ケ丘小学校,66
三日市公民館,52
藤井寺市役所,44
岸和田中央公園,84
佐野中学校,64
泉大津市役所,78
豊能町役場,49
此花区役所,64
平尾小学校,53
野中小学校,****
桃谷中学校,44
大宮中学校,65
聖賢小学校,55
清江小学校,52
摂陽中学校,45
今宮中学校,52
九条南小学校,****
茨田北小学校,56
南港中央公園,55
出来島小学校,63
少林寺,66
浜寺,80
三宝,63
若松台,51
石津,55
登美丘,47
深井,50
美原,30
金岡南,47
高石消防署高師浜出張所,56
豊中市千成,63
豊中市千里,59
豊中市役所,61
吹田市垂水,62
吹田市北消防署,62
吹田市高野台,57
東大阪市西保健センター,39
東大阪市六万寺,41
東大阪市環境衛生検査センター,49
楠葉,54
枚方市役所,69
王仁公園,59
高槻北,59
庄所,64
八尾市保健所,44
成田,
寝屋川市役所,48
