局名,ppb
西部コミュニティセンター,72
国設大阪,72
茨木市役所,65
高石中学校,71
池田市立南畑会館,74
大東市役所,66
府立修徳学院,50
貝塚市消防署,70
島本町役場,62
富田林市役所,69
南海団地,66
泉南市役所,69
緑ケ丘小学校,62
三日市公民館,58
藤井寺市役所,63
岸和田中央公園,72
佐野中学校,72
泉大津市役所,77
豊能町役場,45
此花区役所,75
平尾小学校,80
野中小学校,68
桃谷中学校,71
大宮中学校,76
聖賢小学校,67
清江小学校,72
摂陽中学校,77
今宮中学校,78
九条南小学校,75
茨田北小学校,73
南港中央公園,71
出来島小学校,65
少林寺,75
浜寺,76
三宝,78
若松台,66
石津,81
登美丘,69
深井,71
美原,55
金岡南,66
高石消防署高師浜出張所,70
豊中市千成,71
豊中市千里,70
豊中市役所,70
吹田市垂水,72
吹田市北消防署,74
吹田市高野台,70
東大阪市西保健センター,71
東大阪市六万寺,68
東大阪市環境衛生検査センター,66
楠葉,70
枚方市役所,73
王仁公園,58
高槻北,72
庄所,75
八尾市保健所,72
成田,
寝屋川市役所,64
