局名,ppb
西部コミュニティセンター,54
国設大阪,52
茨木市役所,42
高石中学校,49
池田市立南畑会館,45
大東市役所,52
府立修徳学院,46
貝塚市消防署,49
島本町役場,39
富田林市役所,58
南海団地,51
泉南市役所,61
緑ケ丘小学校,58
三日市公民館,53
藤井寺市役所,58
岸和田中央公園,50
佐野中学校,49
泉大津市役所,45
豊能町役場,45
此花区役所,46
平尾小学校,47
野中小学校,50
桃谷中学校,46
大宮中学校,56
聖賢小学校,55
清江小学校,43
摂陽中学校,42
今宮中学校,49
九条南小学校,47
茨田北小学校,53
南港中央公園,37
出来島小学校,39
少林寺,46
浜寺,53
三宝,50
若松台,60
石津,41
登美丘,57
深井,57
美原,48
金岡南,54
高石消防署高師浜出張所,35
豊中市千成,****
豊中市千里,40
豊中市役所,43
吹田市垂水,50
吹田市北消防署,49
吹田市高野台,51
東大阪市西保健センター,55
東大阪市六万寺,51
東大阪市環境衛生検査センター,48
楠葉,42
枚方市役所,48
王仁公園,45
高槻北,44
庄所,46
八尾市保健所,57
成田,
寝屋川市役所,47
