局名,ppb
西部コミュニティセンター,1
国設大阪,3
茨木市役所,1
高石中学校,5
池田市立南畑会館,3
大東市役所,3
府立修徳学院,3
貝塚市消防署,12
島本町役場,3
富田林市役所,8
南海団地,11
泉南市役所,12
緑ケ丘小学校,9
三日市公民館,7
藤井寺市役所,3
岸和田中央公園,11
佐野中学校,11
泉大津市役所,11
豊能町役場,11
此花区役所,2
平尾小学校,4
野中小学校,1
桃谷中学校,2
大宮中学校,2
聖賢小学校,3
清江小学校,8
摂陽中学校,0
今宮中学校,0
九条南小学校,4
茨田北小学校,3
南港中央公園,3
出来島小学校,2
少林寺,4
浜寺,5
三宝,7
若松台,7
石津,8
登美丘,2
深井,1
美原,1
金岡南,3
高石消防署高師浜出張所,6
豊中市千成,1
豊中市千里,0
豊中市役所,2
吹田市垂水,1
吹田市北消防署,1
吹田市高野台,0
東大阪市西保健センター,4
東大阪市六万寺,5
東大阪市環境衛生検査センター,0
楠葉,1
枚方市役所,1
王仁公園,3
高槻北,14
庄所,1
八尾市保健所,2
成田,
寝屋川市役所,2
