局名,ppb
西部コミュニティセンター,13
国設大阪,13
茨木市役所,14
高石中学校,9
池田市立南畑会館,18
大東市役所,13
府立修徳学院,12
貝塚市消防署,7
島本町役場,12
富田林市役所,11
南海団地,8
泉南市役所,8
緑ケ丘小学校,7
三日市公民館,4
藤井寺市役所,14
岸和田中央公園,7
佐野中学校,6
泉大津市役所,8
豊能町役場,15
此花区役所,11
平尾小学校,13
野中小学校,****
桃谷中学校,13
大宮中学校,12
聖賢小学校,10
清江小学校,9
摂陽中学校,12
今宮中学校,12
九条南小学校,11
茨田北小学校,9
南港中央公園,2
出来島小学校,10
少林寺,10
浜寺,11
三宝,10
若松台,10
石津,10
登美丘,11
深井,11
美原,6
金岡南,12
高石消防署高師浜出張所,9
豊中市千成,12
豊中市千里,13
豊中市役所,13
吹田市垂水,12
吹田市北消防署,14
吹田市高野台,14
東大阪市西保健センター,13
東大阪市六万寺,16
東大阪市環境衛生検査センター,7
楠葉,13
枚方市役所,10
王仁公園,10
高槻北,14
庄所,13
八尾市保健所,11
成田,
寝屋川市役所,11
