局名,ppb
西部コミュニティセンター,5
国設大阪,10
茨木市役所,5
高石中学校,10
池田市立南畑会館,6
大東市役所,1
府立修徳学院,2
貝塚市消防署,12
島本町役場,8
富田林市役所,12
南海団地,11
泉南市役所,12
緑ケ丘小学校,11
三日市公民館,12
藤井寺市役所,2
岸和田中央公園,10
佐野中学校,8
泉大津市役所,11
豊能町役場,9
此花区役所,8
平尾小学校,7
野中小学校,6
桃谷中学校,11
大宮中学校,6
聖賢小学校,10
清江小学校,****
摂陽中学校,6
今宮中学校,****
九条南小学校,8
茨田北小学校,9
南港中央公園,****
出来島小学校,****
少林寺,10
浜寺,11
三宝,9
若松台,12
石津,11
登美丘,11
深井,12
美原,3
金岡南,12
高石消防署高師浜出張所,9
豊中市千成,6
豊中市千里,4
豊中市役所,7
吹田市垂水,6
吹田市北消防署,8
吹田市高野台,8
東大阪市西保健センター,2
東大阪市六万寺,5
東大阪市環境衛生検査センター,0
楠葉,4
枚方市役所,2
王仁公園,1
高槻北,22
庄所,8
八尾市保健所,1
成田,
寝屋川市役所,2
