局名,ppb
西部コミュニティセンター,4
国設大阪,4
茨木市役所,7
高石中学校,6
池田市立南畑会館,8
大東市役所,4
府立修徳学院,2
貝塚市消防署,10
島本町役場,6
富田林市役所,4
南海団地,16
泉南市役所,14
緑ケ丘小学校,4
三日市公民館,3
藤井寺市役所,4
岸和田中央公園,14
佐野中学校,6
泉大津市役所,28
豊能町役場,1
此花区役所,****
平尾小学校,11
野中小学校,5
桃谷中学校,5
大宮中学校,****
聖賢小学校,****
清江小学校,2
摂陽中学校,****
今宮中学校,7
九条南小学校,****
茨田北小学校,****
南港中央公園,8
出来島小学校,5
少林寺,5
浜寺,6
三宝,4
若松台,3
石津,8
登美丘,4
深井,4
美原,2
金岡南,7
高石消防署高師浜出張所,12
豊中市千成,5
豊中市千里,6
豊中市役所,7
吹田市垂水,6
吹田市北消防署,5
吹田市高野台,4
東大阪市西保健センター,5
東大阪市六万寺,3
東大阪市環境衛生検査センター,2
楠葉,2
枚方市役所,8
王仁公園,2
高槻北,13
庄所,11
八尾市保健所,3
成田,
寝屋川市役所,5
