局名,ppb
西部コミュニティセンター,2
国設大阪,4
茨木市役所,1
高石中学校,5
池田市立南畑会館,4
大東市役所,4
府立修徳学院,5
貝塚市消防署,12
島本町役場,3
富田林市役所,6
南海団地,13
泉南市役所,13
緑ケ丘小学校,5
三日市公民館,5
藤井寺市役所,5
岸和田中央公園,5
佐野中学校,7
泉大津市役所,7
豊能町役場,10
此花区役所,****
平尾小学校,3
野中小学校,1
桃谷中学校,6
大宮中学校,****
聖賢小学校,****
清江小学校,3
摂陽中学校,****
今宮中学校,5
九条南小学校,****
茨田北小学校,****
南港中央公園,0
出来島小学校,2
少林寺,3
浜寺,6
三宝,2
若松台,8
石津,4
登美丘,7
深井,5
美原,3
金岡南,5
高石消防署高師浜出張所,5
豊中市千成,1
豊中市千里,0
豊中市役所,2
吹田市垂水,1
吹田市北消防署,1
吹田市高野台,0
東大阪市西保健センター,4
東大阪市六万寺,9
東大阪市環境衛生検査センター,0
楠葉,4
枚方市役所,2
王仁公園,4
高槻北,14
庄所,3
八尾市保健所,7
成田,
寝屋川市役所,5
