局名,ppb
西部コミュニティセンター,16
国設大阪,16
茨木市役所,12
高石中学校,14
池田市立南畑会館,14
大東市役所,15
府立修徳学院,10
貝塚市消防署,18
島本町役場,18
富田林市役所,****
南海団地,17
泉南市役所,16
緑ケ丘小学校,13
三日市公民館,14
藤井寺市役所,15
岸和田中央公園,16
佐野中学校,13
泉大津市役所,15
豊能町役場,15
此花区役所,14
平尾小学校,14
野中小学校,14
桃谷中学校,14
大宮中学校,16
聖賢小学校,15
清江小学校,8
摂陽中学校,14
今宮中学校,11
九条南小学校,14
茨田北小学校,18
南港中央公園,11
出来島小学校,8
少林寺,14
浜寺,15
三宝,11
若松台,15
石津,15
登美丘,15
深井,14
美原,11
金岡南,15
高石消防署高師浜出張所,12
豊中市千成,15
豊中市千里,12
豊中市役所,14
吹田市垂水,15
吹田市北消防署,15
吹田市高野台,14
東大阪市西保健センター,15
東大阪市六万寺,14
東大阪市環境衛生検査センター,14
楠葉,15
枚方市役所,16
王仁公園,14
高槻北,36
庄所,16
八尾市保健所,13
成田,
寝屋川市役所,16
