局名,ppb
西部コミュニティセンター,6
国設大阪,6
茨木市役所,10
高石中学校,11
池田市立南畑会館,12
大東市役所,****
府立修徳学院,10
貝塚市消防署,19
島本町役場,13
富田林市役所,10
南海団地,21
泉南市役所,19
緑ケ丘小学校,8
三日市公民館,10
藤井寺市役所,10
岸和田中央公園,13
佐野中学校,27
泉大津市役所,13
豊能町役場,15
此花区役所,4
平尾小学校,7
野中小学校,8
桃谷中学校,8
大宮中学校,9
聖賢小学校,7
清江小学校,4
摂陽中学校,7
今宮中学校,7
九条南小学校,5
茨田北小学校,11
南港中央公園,3
出来島小学校,4
少林寺,7
浜寺,10
三宝,5
若松台,9
石津,****
登美丘,9
深井,8
美原,6
金岡南,8
高石消防署高師浜出張所,6
豊中市千成,8
豊中市千里,7
豊中市役所,9
吹田市垂水,7
吹田市北消防署,10
吹田市高野台,8
東大阪市西保健センター,10
東大阪市六万寺,10
東大阪市環境衛生検査センター,7
楠葉,10
枚方市役所,****
王仁公園,11
高槻北,16
庄所,11
八尾市保健所,10
成田,
寝屋川市役所,11
