局名,ppb
西部コミュニティセンター,3
国設大阪,4
茨木市役所,3
高石中学校,0
池田市立南畑会館,6
大東市役所,0
府立修徳学院,0
貝塚市消防署,4
島本町役場,4
富田林市役所,2
南海団地,10
泉南市役所,****
緑ケ丘小学校,0
三日市公民館,1
藤井寺市役所,2
岸和田中央公園,1
佐野中学校,7
泉大津市役所,1
豊能町役場,7
此花区役所,****
平尾小学校,4
野中小学校,4
桃谷中学校,2
大宮中学校,****
聖賢小学校,****
清江小学校,2
摂陽中学校,****
今宮中学校,3
九条南小学校,****
茨田北小学校,****
南港中央公園,4
出来島小学校,4
少林寺,1
浜寺,0
三宝,0
若松台,0
石津,0
登美丘,0
深井,0
美原,0
金岡南,3
高石消防署高師浜出張所,0
豊中市千成,****
豊中市千里,2
豊中市役所,****
吹田市垂水,5
吹田市北消防署,5
吹田市高野台,4
東大阪市西保健センター,2
東大阪市六万寺,1
東大阪市環境衛生検査センター,0
楠葉,1
枚方市役所,2
王仁公園,1
高槻北,18
庄所,2
八尾市保健所,0
成田,
寝屋川市役所,4
