局名,ppb
西部コミュニティセンター,53
国設大阪,53
茨木市役所,51
高石中学校,53
池田市立南畑会館,57
大東市役所,53
府立修徳学院,34
貝塚市消防署,50
島本町役場,50
富田林市役所,****
南海団地,49
泉南市役所,53
緑ケ丘小学校,49
三日市公民館,43
藤井寺市役所,51
岸和田中央公園,55
佐野中学校,54
泉大津市役所,52
豊能町役場,55
此花区役所,50
平尾小学校,46
野中小学校,53
桃谷中学校,50
大宮中学校,52
聖賢小学校,51
清江小学校,42
摂陽中学校,48
今宮中学校,44
九条南小学校,50
茨田北小学校,51
南港中央公園,39
出来島小学校,44
少林寺,49
浜寺,56
三宝,50
若松台,54
石津,54
登美丘,55
深井,54
美原,40
金岡南,51
高石消防署高師浜出張所,51
豊中市千成,57
豊中市千里,48
豊中市役所,54
吹田市垂水,54
吹田市北消防署,52
吹田市高野台,50
東大阪市西保健センター,49
東大阪市六万寺,49
東大阪市環境衛生検査センター,34
楠葉,48
枚方市役所,53
王仁公園,45
高槻北,56
庄所,54
八尾市保健所,47
成田,
寝屋川市役所,50
