局名,ppb
西部コミュニティセンター,1
国設大阪,3
茨木市役所,1
高石中学校,3
池田市立南畑会館,4
大東市役所,2
府立修徳学院,4
貝塚市消防署,9
島本町役場,3
富田林市役所,6
南海団地,12
泉南市役所,12
緑ケ丘小学校,4
三日市公民館,5
藤井寺市役所,4
岸和田中央公園,6
佐野中学校,7
泉大津市役所,5
豊能町役場,10
此花区役所,1
平尾小学校,3
野中小学校,1
桃谷中学校,3
大宮中学校,2
聖賢小学校,2
清江小学校,****
摂陽中学校,0
今宮中学校,****
九条南小学校,4
茨田北小学校,3
南港中央公園,****
出来島小学校,****
少林寺,2
浜寺,4
三宝,1
若松台,5
石津,1
登美丘,5
深井,4
美原,1
金岡南,4
高石消防署高師浜出張所,3
豊中市千成,1
豊中市千里,1
豊中市役所,2
吹田市垂水,0
吹田市北消防署,1
吹田市高野台,0
東大阪市西保健センター,2
東大阪市六万寺,7
東大阪市環境衛生検査センター,0
楠葉,2
枚方市役所,1
王仁公園,2
高槻北,14
庄所,2
八尾市保健所,2
成田,
寝屋川市役所,3
