局名,ppb
西部コミュニティセンター,51
国設大阪,61
茨木市役所,44
高石中学校,72
池田市立南畑会館,44
大東市役所,54
府立修徳学院,74
貝塚市消防署,65
島本町役場,42
富田林市役所,97
南海団地,61
泉南市役所,****
緑ケ丘小学校,74
三日市公民館,80
藤井寺市役所,85
岸和田中央公園,67
佐野中学校,61
泉大津市役所,69
豊能町役場,46
此花区役所,75
平尾小学校,67
野中小学校,52
桃谷中学校,55
大宮中学校,59
聖賢小学校,61
清江小学校,56
摂陽中学校,65
今宮中学校,72
九条南小学校,66
茨田北小学校,46
南港中央公園,55
出来島小学校,48
少林寺,77
浜寺,77
三宝,70
若松台,80
石津,56
登美丘,92
深井,93
美原,74
金岡南,87
高石消防署高師浜出張所,59
豊中市千成,50
豊中市千里,43
豊中市役所,****
吹田市垂水,48
吹田市北消防署,48
吹田市高野台,46
東大阪市西保健センター,66
東大阪市六万寺,61
東大阪市環境衛生検査センター,56
楠葉,45
枚方市役所,53
王仁公園,48
高槻北,43
庄所,47
八尾市保健所,77
成田,
寝屋川市役所,50
