局名,ppb
西部コミュニティセンター,17
国設大阪,14
茨木市役所,14
高石中学校,20
池田市立南畑会館,21
大東市役所,15
府立修徳学院,8
貝塚市消防署,36
島本町役場,10
富田林市役所,12
南海団地,16
泉南市役所,14
緑ケ丘小学校,10
三日市公民館,10
藤井寺市役所,11
岸和田中央公園,29
佐野中学校,12
泉大津市役所,35
豊能町役場,11
此花区役所,****
平尾小学校,14
野中小学校,****
桃谷中学校,14
大宮中学校,****
聖賢小学校,****
清江小学校,12
摂陽中学校,****
今宮中学校,14
九条南小学校,****
茨田北小学校,****
南港中央公園,6
出来島小学校,14
少林寺,13
浜寺,15
三宝,13
若松台,10
石津,13
登美丘,12
深井,14
美原,8
金岡南,15
高石消防署高師浜出張所,17
豊中市千成,17
豊中市千里,17
豊中市役所,16
吹田市垂水,16
吹田市北消防署,18
吹田市高野台,15
東大阪市西保健センター,14
東大阪市六万寺,12
東大阪市環境衛生検査センター,11
楠葉,18
枚方市役所,18
王仁公園,15
高槻北,13
庄所,16
八尾市保健所,14
成田,
寝屋川市役所,15
