局名,ppb
西部コミュニティセンター,78
国設大阪,61
茨木市役所,83
高石中学校,62
池田市立南畑会館,74
大東市役所,81
府立修徳学院,61
貝塚市消防署,60
島本町役場,70
富田林市役所,70
南海団地,49
泉南市役所,54
緑ケ丘小学校,77
三日市公民館,72
藤井寺市役所,70
岸和田中央公園,65
佐野中学校,52
泉大津市役所,63
豊能町役場,69
此花区役所,64
平尾小学校,67
野中小学校,****
桃谷中学校,68
大宮中学校,76
聖賢小学校,70
清江小学校,66
摂陽中学校,73
今宮中学校,67
九条南小学校,63
茨田北小学校,84
南港中央公園,61
出来島小学校,49
少林寺,69
浜寺,66
三宝,62
若松台,80
石津,63
登美丘,84
深井,76
美原,60
金岡南,73
高石消防署高師浜出張所,58
豊中市千成,66
豊中市千里,72
豊中市役所,70
吹田市垂水,74
吹田市北消防署,82
吹田市高野台,78
東大阪市西保健センター,78
東大阪市六万寺,77
東大阪市環境衛生検査センター,88
楠葉,68
枚方市役所,74
王仁公園,65
高槻北,71
庄所,77
八尾市保健所,82
成田,
寝屋川市役所,72
