局名,ppb
西部コミュニティセンター,64
国設大阪,67
茨木市役所,54
高石中学校,70
池田市立南畑会館,59
大東市役所,62
府立修徳学院,46
貝塚市消防署,70
島本町役場,41
富田林市役所,65
南海団地,55
泉南市役所,58
緑ケ丘小学校,71
三日市公民館,62
藤井寺市役所,64
岸和田中央公園,73
佐野中学校,57
泉大津市役所,77
豊能町役場,31
此花区役所,62
平尾小学校,69
野中小学校,59
桃谷中学校,64
大宮中学校,66
聖賢小学校,63
清江小学校,67
摂陽中学校,66
今宮中学校,68
九条南小学校,63
茨田北小学校,67
南港中央公園,59
出来島小学校,53
少林寺,72
浜寺,75
三宝,70
若松台,69
石津,74
登美丘,70
深井,70
美原,53
金岡南,67
高石消防署高師浜出張所,65
豊中市千成,61
豊中市千里,59
豊中市役所,62
吹田市垂水,66
吹田市北消防署,64
吹田市高野台,63
東大阪市西保健センター,65
東大阪市六万寺,61
東大阪市環境衛生検査センター,61
楠葉,50
枚方市役所,60
王仁公園,47
高槻北,54
庄所,57
八尾市保健所,65
成田,
寝屋川市役所,53
