局名,ppb
西部コミュニティセンター,16
国設大阪,16
茨木市役所,22
高石中学校,13
池田市立南畑会館,23
大東市役所,14
府立修徳学院,11
貝塚市消防署,16
島本町役場,19
富田林市役所,13
南海団地,38
泉南市役所,39
緑ケ丘小学校,15
三日市公民館,11
藤井寺市役所,13
岸和田中央公園,17
佐野中学校,13
泉大津市役所,16
豊能町役場,22
此花区役所,15
平尾小学校,13
野中小学校,19
桃谷中学校,14
大宮中学校,21
聖賢小学校,17
清江小学校,11
摂陽中学校,13
今宮中学校,16
九条南小学校,15
茨田北小学校,17
南港中央公園,9
出来島小学校,18
少林寺,12
浜寺,15
三宝,13
若松台,14
石津,12
登美丘,14
深井,15
美原,7
金岡南,16
高石消防署高師浜出張所,14
豊中市千成,20
豊中市千里,19
豊中市役所,22
吹田市垂水,22
吹田市北消防署,22
吹田市高野台,22
東大阪市西保健センター,12
東大阪市六万寺,13
東大阪市環境衛生検査センター,13
楠葉,18
枚方市役所,23
王仁公園,17
高槻北,19
庄所,21
八尾市保健所,12
成田,
寝屋川市役所,17
