局名,ppb
西部コミュニティセンター,55
国設大阪,60
茨木市役所,55
高石中学校,63
池田市立南畑会館,56
大東市役所,55
府立修徳学院,43
貝塚市消防署,61
島本町役場,50
富田林市役所,****
南海団地,51
泉南市役所,61
緑ケ丘小学校,58
三日市公民館,49
藤井寺市役所,61
岸和田中央公園,67
佐野中学校,66
泉大津市役所,57
豊能町役場,57
此花区役所,66
平尾小学校,61
野中小学校,64
桃谷中学校,56
大宮中学校,58
聖賢小学校,56
清江小学校,64
摂陽中学校,59
今宮中学校,61
九条南小学校,63
茨田北小学校,56
南港中央公園,58
出来島小学校,54
少林寺,****
浜寺,67
三宝,62
若松台,58
石津,59
登美丘,65
深井,67
美原,52
金岡南,66
高石消防署高師浜出張所,56
豊中市千成,66
豊中市千里,51
豊中市役所,54
吹田市垂水,55
吹田市北消防署,53
吹田市高野台,50
東大阪市西保健センター,56
東大阪市六万寺,49
東大阪市環境衛生検査センター,51
楠葉,54
枚方市役所,56
王仁公園,54
高槻北,55
庄所,59
八尾市保健所,61
成田,
寝屋川市役所,52
