局名,ppb
西部コミュニティセンター,61
国設大阪,46
茨木市役所,57
高石中学校,52
池田市立南畑会館,62
大東市役所,57
府立修徳学院,54
貝塚市消防署,57
島本町役場,67
富田林市役所,61
南海団地,58
泉南市役所,60
緑ケ丘小学校,57
三日市公民館,58
藤井寺市役所,66
岸和田中央公園,59
佐野中学校,56
泉大津市役所,57
豊能町役場,47
此花区役所,****
平尾小学校,53
野中小学校,52
桃谷中学校,54
大宮中学校,62
聖賢小学校,52
清江小学校,53
摂陽中学校,55
今宮中学校,57
九条南小学校,47
茨田北小学校,48
南港中央公園,54
出来島小学校,37
少林寺,60
浜寺,61
三宝,54
若松台,59
石津,****
登美丘,59
深井,62
美原,52
金岡南,64
高石消防署高師浜出張所,46
豊中市千成,58
豊中市千里,50
豊中市役所,54
吹田市垂水,61
吹田市北消防署,63
吹田市高野台,62
東大阪市西保健センター,****
東大阪市六万寺,68
東大阪市環境衛生検査センター,60
楠葉,67
枚方市役所,70
王仁公園,****
高槻北,61
庄所,68
八尾市保健所,64
成田,
寝屋川市役所,59
