局名,ppb
西部コミュニティセンター,60
国設大阪,56
茨木市役所,61
高石中学校,48
池田市立南畑会館,70
大東市役所,62
府立修徳学院,45
貝塚市消防署,50
島本町役場,67
富田林市役所,51
南海団地,46
泉南市役所,50
緑ケ丘小学校,49
三日市公民館,54
藤井寺市役所,56
岸和田中央公園,52
佐野中学校,58
泉大津市役所,53
豊能町役場,70
此花区役所,50
平尾小学校,50
野中小学校,57
桃谷中学校,56
大宮中学校,63
聖賢小学校,58
清江小学校,50
摂陽中学校,53
今宮中学校,56
九条南小学校,48
茨田北小学校,64
南港中央公園,48
出来島小学校,47
少林寺,50
浜寺,52
三宝,49
若松台,48
石津,56
登美丘,51
深井,50
美原,43
金岡南,50
高石消防署高師浜出張所,46
豊中市千成,60
豊中市千里,65
豊中市役所,67
吹田市垂水,65
吹田市北消防署,71
吹田市高野台,68
東大阪市西保健センター,62
東大阪市六万寺,59
東大阪市環境衛生検査センター,58
楠葉,72
枚方市役所,73
王仁公園,68
高槻北,69
庄所,72
八尾市保健所,58
成田,
寝屋川市役所,61
