局名,ppb
西部コミュニティセンター,83
国設大阪,70
茨木市役所,40
高石中学校,49
池田市立南畑会館,75
大東市役所,50
府立修徳学院,48
貝塚市消防署,48
島本町役場,38
富田林市役所,83
南海団地,35
泉南市役所,50
緑ケ丘小学校,76
三日市公民館,103
藤井寺市役所,86
岸和田中央公園,49
佐野中学校,36
泉大津市役所,54
豊能町役場,49
此花区役所,65
平尾小学校,67
野中小学校,****
桃谷中学校,80
大宮中学校,85
聖賢小学校,71
清江小学校,51
摂陽中学校,75
今宮中学校,75
九条南小学校,57
茨田北小学校,52
南港中央公園,40
出来島小学校,30
少林寺,60
浜寺,61
三宝,49
若松台,91
石津,48
登美丘,98
深井,85
美原,70
金岡南,83
高石消防署高師浜出張所,39
豊中市千成,75
豊中市千里,61
豊中市役所,90
吹田市垂水,85
吹田市北消防署,35
吹田市高野台,40
東大阪市西保健センター,74
東大阪市六万寺,50
東大阪市環境衛生検査センター,47
楠葉,38
枚方市役所,43
王仁公園,38
高槻北,35
庄所,37
八尾市保健所,55
成田,
寝屋川市役所,38
