局名,ppb
西部コミュニティセンター,1
国設大阪,****
茨木市役所,1
高石中学校,****
池田市立南畑会館,4
大東市役所,****
府立修徳学院,****
貝塚市消防署,10
島本町役場,****
富田林市役所,6
南海団地,11
泉南市役所,****
緑ケ丘小学校,5
三日市公民館,****
藤井寺市役所,4
岸和田中央公園,7
佐野中学校,****
泉大津市役所,7
豊能町役場,9
此花区役所,1
平尾小学校,3
野中小学校,1
桃谷中学校,5
大宮中学校,2
聖賢小学校,3
清江小学校,1
摂陽中学校,0
今宮中学校,2
九条南小学校,4
茨田北小学校,3
南港中央公園,0
出来島小学校,2
少林寺,3
浜寺,4
三宝,3
若松台,5
石津,2
登美丘,4
深井,3
美原,1
金岡南,4
高石消防署高師浜出張所,****
豊中市千成,1
豊中市千里,1
豊中市役所,1
吹田市垂水,1
吹田市北消防署,1
吹田市高野台,0
東大阪市西保健センター,5
東大阪市六万寺,8
東大阪市環境衛生検査センター,3
楠葉,1
枚方市役所,2
王仁公園,2
高槻北,14
庄所,2
八尾市保健所,3
成田,
寝屋川市役所,3
