局名,ppb
西部コミュニティセンター,53
国設大阪,54
茨木市役所,44
高石中学校,63
池田市立南畑会館,44
大東市役所,58
府立修徳学院,72
貝塚市消防署,60
島本町役場,42
富田林市役所,86
南海団地,58
泉南市役所,69
緑ケ丘小学校,63
三日市公民館,80
藤井寺市役所,84
岸和田中央公園,60
佐野中学校,62
泉大津市役所,62
豊能町役場,45
此花区役所,65
平尾小学校,59
野中小学校,61
桃谷中学校,58
大宮中学校,57
聖賢小学校,59
清江小学校,51
摂陽中学校,58
今宮中学校,62
九条南小学校,58
茨田北小学校,48
南港中央公園,56
出来島小学校,45
少林寺,66
浜寺,66
三宝,56
若松台,79
石津,51
登美丘,74
深井,75
美原,****
金岡南,73
高石消防署高師浜出張所,53
豊中市千成,54
豊中市千里,43
豊中市役所,44
吹田市垂水,47
吹田市北消防署,47
吹田市高野台,46
東大阪市西保健センター,72
東大阪市六万寺,73
東大阪市環境衛生検査センター,67
楠葉,45
枚方市役所,49
王仁公園,47
高槻北,44
庄所,47
八尾市保健所,85
成田,
寝屋川市役所,48
