局名,ppb
西部コミュニティセンター,3
国設大阪,3
茨木市役所,1
高石中学校,3
池田市立南畑会館,3
大東市役所,3
府立修徳学院,4
貝塚市消防署,13
島本町役場,4
富田林市役所,7
南海団地,13
泉南市役所,14
緑ケ丘小学校,11
三日市公民館,4
藤井寺市役所,4
岸和田中央公園,15
佐野中学校,12
泉大津市役所,10
豊能町役場,10
此花区役所,1
平尾小学校,2
野中小学校,2
桃谷中学校,3
大宮中学校,3
聖賢小学校,3
清江小学校,3
摂陽中学校,0
今宮中学校,1
九条南小学校,3
茨田北小学校,3
南港中央公園,0
出来島小学校,2
少林寺,3
浜寺,3
三宝,3
若松台,7
石津,3
登美丘,4
深井,2
美原,1
金岡南,4
高石消防署高師浜出張所,2
豊中市千成,1
豊中市千里,0
豊中市役所,2
吹田市垂水,2
吹田市北消防署,1
吹田市高野台,0
東大阪市西保健センター,4
東大阪市六万寺,4
東大阪市環境衛生検査センター,9
楠葉,3
枚方市役所,4
王仁公園,3
高槻北,15
庄所,1
八尾市保健所,3
成田,
寝屋川市役所,2
