局名,ppb
西部コミュニティセンター,76
国設大阪,65
茨木市役所,81
高石中学校,83
池田市立南畑会館,75
大東市役所,87
府立修徳学院,84
貝塚市消防署,84
島本町役場,71
富田林市役所,114
南海団地,51
泉南市役所,59
緑ケ丘小学校,97
三日市公民館,99
藤井寺市役所,101
岸和田中央公園,88
佐野中学校,58
泉大津市役所,84
豊能町役場,79
此花区役所,69
平尾小学校,71
野中小学校,****
桃谷中学校,70
大宮中学校,74
聖賢小学校,72
清江小学校,79
摂陽中学校,82
今宮中学校,72
九条南小学校,71
茨田北小学校,84
南港中央公園,70
出来島小学校,52
少林寺,90
浜寺,87
三宝,80
若松台,95
石津,75
登美丘,102
深井,93
美原,90
金岡南,94
高石消防署高師浜出張所,76
豊中市千成,65
豊中市千里,66
豊中市役所,64
吹田市垂水,67
吹田市北消防署,72
吹田市高野台,68
東大阪市西保健センター,81
東大阪市六万寺,83
東大阪市環境衛生検査センター,94
楠葉,69
枚方市役所,88
王仁公園,67
高槻北,79
庄所,84
八尾市保健所,92
成田,
寝屋川市役所,79
