局名,ppb
西部コミュニティセンター,53
国設大阪,55
茨木市役所,38
高石中学校,65
池田市立南畑会館,60
大東市役所,49
府立修徳学院,40
貝塚市消防署,41
島本町役場,40
富田林市役所,38
南海団地,48
泉南市役所,42
緑ケ丘小学校,43
三日市公民館,33
藤井寺市役所,39
岸和田中央公園,60
佐野中学校,39
泉大津市役所,64
豊能町役場,30
此花区役所,58
平尾小学校,63
野中小学校,52
桃谷中学校,65
大宮中学校,57
聖賢小学校,55
清江小学校,69
摂陽中学校,59
今宮中学校,66
九条南小学校,56
茨田北小学校,59
南港中央公園,63
出来島小学校,38
少林寺,69
浜寺,72
三宝,52
若松台,40
石津,69
登美丘,58
深井,70
美原,28
金岡南,77
高石消防署高師浜出張所,61
豊中市千成,43
豊中市千里,54
豊中市役所,48
吹田市垂水,43
吹田市北消防署,45
吹田市高野台,41
東大阪市西保健センター,67
東大阪市六万寺,41
東大阪市環境衛生検査センター,61
楠葉,51
枚方市役所,51
王仁公園,38
高槻北,40
庄所,44
八尾市保健所,46
成田,
寝屋川市役所,48
