局名,ppb
西部コミュニティセンター,9
国設大阪,8
茨木市役所,7
高石中学校,1
池田市立南畑会館,9
大東市役所,10
府立修徳学院,3
貝塚市消防署,3
島本町役場,7
富田林市役所,5
南海団地,3
泉南市役所,****
緑ケ丘小学校,2
三日市公民館,3
藤井寺市役所,4
岸和田中央公園,1
佐野中学校,1
泉大津市役所,2
豊能町役場,2
此花区役所,****
平尾小学校,7
野中小学校,8
桃谷中学校,9
大宮中学校,****
聖賢小学校,****
清江小学校,7
摂陽中学校,****
今宮中学校,8
九条南小学校,****
茨田北小学校,****
南港中央公園,2
出来島小学校,6
少林寺,3
浜寺,1
三宝,7
若松台,4
石津,1
登美丘,2
深井,0
美原,0
金岡南,3
高石消防署高師浜出張所,0
豊中市千成,6
豊中市千里,****
豊中市役所,3
吹田市垂水,4
吹田市北消防署,6
吹田市高野台,****
東大阪市西保健センター,6
東大阪市六万寺,8
東大阪市環境衛生検査センター,2
楠葉,8
枚方市役所,7
王仁公園,4
高槻北,14
庄所,7
八尾市保健所,2
成田,
寝屋川市役所,9
