局名,ppb
西部コミュニティセンター,39
国設大阪,****
茨木市役所,38
高石中学校,54
池田市立南畑会館,44
大東市役所,32
府立修徳学院,23
貝塚市消防署,53
島本町役場,37
富田林市役所,41
南海団地,57
泉南市役所,46
緑ケ丘小学校,63
三日市公民館,53
藤井寺市役所,38
岸和田中央公園,46
佐野中学校,65
泉大津市役所,51
豊能町役場,****
此花区役所,53
平尾小学校,39
野中小学校,****
桃谷中学校,61
大宮中学校,53
聖賢小学校,52
清江小学校,36
摂陽中学校,55
今宮中学校,55
九条南小学校,48
茨田北小学校,44
南港中央公園,31
出来島小学校,32
少林寺,49
浜寺,58
三宝,37
若松台,81
石津,55
登美丘,93
深井,97
美原,53
金岡南,63
高石消防署高師浜出張所,39
豊中市千成,46
豊中市千里,41
豊中市役所,43
吹田市垂水,41
吹田市北消防署,44
吹田市高野台,45
東大阪市西保健センター,61
東大阪市六万寺,27
東大阪市環境衛生検査センター,60
楠葉,39
枚方市役所,46
王仁公園,31
高槻北,44
庄所,47
八尾市保健所,45
成田,
寝屋川市役所,27
