局名,ppb
西部コミュニティセンター,44
国設大阪,38
茨木市役所,45
高石中学校,47
池田市立南畑会館,54
大東市役所,46
府立修徳学院,51
貝塚市消防署,53
島本町役場,54
富田林市役所,59
南海団地,52
泉南市役所,55
緑ケ丘小学校,53
三日市公民館,57
藤井寺市役所,58
岸和田中央公園,56
佐野中学校,42
泉大津市役所,51
豊能町役場,46
此花区役所,37
平尾小学校,41
野中小学校,41
桃谷中学校,39
大宮中学校,47
聖賢小学校,41
清江小学校,40
摂陽中学校,43
今宮中学校,44
九条南小学校,34
茨田北小学校,36
南港中央公園,46
出来島小学校,27
少林寺,51
浜寺,54
三宝,43
若松台,56
石津,****
登美丘,53
深井,55
美原,47
金岡南,57
高石消防署高師浜出張所,40
豊中市千成,43
豊中市千里,40
豊中市役所,41
吹田市垂水,44
吹田市北消防署,53
吹田市高野台,49
東大阪市西保健センター,52
東大阪市六万寺,56
東大阪市環境衛生検査センター,50
楠葉,51
枚方市役所,47
王仁公園,47
高槻北,56
庄所,58
八尾市保健所,53
成田,
寝屋川市役所,42
