局名,ppb
西部コミュニティセンター,15
国設大阪,16
茨木市役所,12
高石中学校,11
池田市立南畑会館,18
大東市役所,15
府立修徳学院,12
貝塚市消防署,12
島本町役場,10
富田林市役所,****
南海団地,10
泉南市役所,10
緑ケ丘小学校,10
三日市公民館,4
藤井寺市役所,16
岸和田中央公園,11
佐野中学校,6
泉大津市役所,11
豊能町役場,14
此花区役所,8
平尾小学校,14
野中小学校,12
桃谷中学校,16
大宮中学校,13
聖賢小学校,15
清江小学校,16
摂陽中学校,17
今宮中学校,11
九条南小学校,7
茨田北小学校,14
南港中央公園,6
出来島小学校,10
少林寺,13
浜寺,15
三宝,14
若松台,10
石津,14
登美丘,8
深井,8
美原,5
金岡南,11
高石消防署高師浜出張所,11
豊中市千成,12
豊中市千里,12
豊中市役所,12
吹田市垂水,13
吹田市北消防署,11
吹田市高野台,13
東大阪市西保健センター,21
東大阪市六万寺,9
東大阪市環境衛生検査センター,12
楠葉,11
枚方市役所,15
王仁公園,13
高槻北,21
庄所,13
八尾市保健所,14
成田,
寝屋川市役所,13
