局名,ppb
西部コミュニティセンター,60
国設大阪,28
茨木市役所,44
高石中学校,29
池田市立南畑会館,67
大東市役所,49
府立修徳学院,58
貝塚市消防署,50
島本町役場,50
富田林市役所,81
南海団地,26
泉南市役所,30
緑ケ丘小学校,58
三日市公民館,67
藤井寺市役所,58
岸和田中央公園,51
佐野中学校,26
泉大津市役所,33
豊能町役場,30
此花区役所,21
平尾小学校,20
野中小学校,****
桃谷中学校,31
大宮中学校,61
聖賢小学校,44
清江小学校,21
摂陽中学校,25
今宮中学校,24
九条南小学校,20
茨田北小学校,52
南港中央公園,18
出来島小学校,17
少林寺,25
浜寺,29
三宝,20
若松台,60
石津,27
登美丘,44
深井,36
美原,43
金岡南,31
高石消防署高師浜出張所,19
豊中市千成,44
豊中市千里,58
豊中市役所,63
吹田市垂水,60
吹田市北消防署,57
吹田市高野台,58
東大阪市西保健センター,48
東大阪市六万寺,54
東大阪市環境衛生検査センター,63
楠葉,45
枚方市役所,52
王仁公園,34
高槻北,47
庄所,53
八尾市保健所,55
成田,
寝屋川市役所,34
