局名,ppb
西部コミュニティセンター,8
国設大阪,9
茨木市役所,7
高石中学校,8
池田市立南畑会館,7
大東市役所,8
府立修徳学院,7
貝塚市消防署,****
島本町役場,6
富田林市役所,****
南海団地,12
泉南市役所,11
緑ケ丘小学校,8
三日市公民館,6
藤井寺市役所,9
岸和田中央公園,11
佐野中学校,10
泉大津市役所,****
豊能町役場,10
此花区役所,5
平尾小学校,9
野中小学校,7
桃谷中学校,8
大宮中学校,8
聖賢小学校,9
清江小学校,7
摂陽中学校,6
今宮中学校,8
九条南小学校,6
茨田北小学校,8
南港中央公園,1
出来島小学校,5
少林寺,7
浜寺,9
三宝,7
若松台,8
石津,8
登美丘,8
深井,8
美原,4
金岡南,8
高石消防署高師浜出張所,8
豊中市千成,7
豊中市千里,4
豊中市役所,6
吹田市垂水,6
吹田市北消防署,6
吹田市高野台,4
東大阪市西保健センター,9
東大阪市六万寺,10
東大阪市環境衛生検査センター,5
楠葉,5
枚方市役所,7
王仁公園,6
高槻北,15
庄所,7
八尾市保健所,8
成田,
寝屋川市役所,7
