局名,ppb
西部コミュニティセンター,45
国設大阪,51
茨木市役所,46
高石中学校,65
池田市立南畑会館,48
大東市役所,43
府立修徳学院,65
貝塚市消防署,79
島本町役場,41
富田林市役所,100
南海団地,63
泉南市役所,78
緑ケ丘小学校,85
三日市公民館,86
藤井寺市役所,84
岸和田中央公園,85
佐野中学校,74
泉大津市役所,73
豊能町役場,50
此花区役所,58
平尾小学校,71
野中小学校,46
桃谷中学校,50
大宮中学校,50
聖賢小学校,51
清江小学校,57
摂陽中学校,64
今宮中学校,65
九条南小学校,55
茨田北小学校,51
南港中央公園,57
出来島小学校,41
少林寺,77
浜寺,79
三宝,71
若松台,92
石津,65
登美丘,98
深井,95
美原,77
金岡南,87
高石消防署高師浜出張所,65
豊中市千成,45
豊中市千里,41
豊中市役所,42
吹田市垂水,43
吹田市北消防署,48
吹田市高野台,47
東大阪市西保健センター,58
東大阪市六万寺,51
東大阪市環境衛生検査センター,50
楠葉,49
枚方市役所,50
王仁公園,48
高槻北,47
庄所,49
八尾市保健所,63
成田,
寝屋川市役所,45
