局名,ppb
西部コミュニティセンター,55
国設大阪,66
茨木市役所,55
高石中学校,62
池田市立南畑会館,52
大東市役所,57
府立修徳学院,36
貝塚市消防署,63
島本町役場,39
富田林市役所,****
南海団地,49
泉南市役所,65
緑ケ丘小学校,61
三日市公民館,25
藤井寺市役所,55
岸和田中央公園,70
佐野中学校,58
泉大津市役所,59
豊能町役場,46
此花区役所,65
平尾小学校,67
野中小学校,59
桃谷中学校,61
大宮中学校,58
聖賢小学校,58
清江小学校,64
摂陽中学校,56
今宮中学校,62
九条南小学校,67
茨田北小学校,58
南港中央公園,53
出来島小学校,42
少林寺,64
浜寺,62
三宝,64
若松台,63
石津,58
登美丘,61
深井,60
美原,46
金岡南,59
高石消防署高師浜出張所,54
豊中市千成,60
豊中市千里,52
豊中市役所,52
吹田市垂水,53
吹田市北消防署,50
吹田市高野台,52
東大阪市西保健センター,60
東大阪市六万寺,50
東大阪市環境衛生検査センター,54
楠葉,55
枚方市役所,57
王仁公園,55
高槻北,51
庄所,57
八尾市保健所,56
成田,
寝屋川市役所,52
