局名,ppb
西部コミュニティセンター,8
国設大阪,7
茨木市役所,8
高石中学校,1
池田市立南畑会館,11
大東市役所,12
府立修徳学院,3
貝塚市消防署,4
島本町役場,9
富田林市役所,6
南海団地,4
泉南市役所,****
緑ケ丘小学校,3
三日市公民館,4
藤井寺市役所,6
岸和田中央公園,2
佐野中学校,5
泉大津市役所,2
豊能町役場,4
此花区役所,7
平尾小学校,9
野中小学校,9
桃谷中学校,11
大宮中学校,9
聖賢小学校,8
清江小学校,****
摂陽中学校,8
今宮中学校,****
九条南小学校,8
茨田北小学校,11
南港中央公園,****
出来島小学校,****
少林寺,2
浜寺,1
三宝,5
若松台,3
石津,1
登美丘,2
深井,1
美原,1
金岡南,5
高石消防署高師浜出張所,0
豊中市千成,10
豊中市千里,3
豊中市役所,7
吹田市垂水,5
吹田市北消防署,8
吹田市高野台,5
東大阪市西保健センター,10
東大阪市六万寺,8
東大阪市環境衛生検査センター,5
楠葉,11
枚方市役所,10
王仁公園,6
高槻北,15
庄所,12
八尾市保健所,5
成田,
寝屋川市役所,7
