局名,ppb
西部コミュニティセンター,8
国設大阪,****
茨木市役所,14
高石中学校,****
池田市立南畑会館,14
大東市役所,****
府立修徳学院,****
貝塚市消防署,20
島本町役場,5
富田林市役所,5
南海団地,10
泉南市役所,8
緑ケ丘小学校,7
三日市公民館,****
藤井寺市役所,9
岸和田中央公園,12
佐野中学校,****
泉大津市役所,15
豊能町役場,4
此花区役所,6
平尾小学校,13
野中小学校,****
桃谷中学校,12
大宮中学校,11
聖賢小学校,8
清江小学校,8
摂陽中学校,9
今宮中学校,13
九条南小学校,5
茨田北小学校,6
南港中央公園,2
出来島小学校,9
少林寺,6
浜寺,10
三宝,8
若松台,5
石津,8
登美丘,7
深井,7
美原,1
金岡南,7
高石消防署高師浜出張所,****
豊中市千成,11
豊中市千里,10
豊中市役所,12
吹田市垂水,11
吹田市北消防署,13
吹田市高野台,12
東大阪市西保健センター,5
東大阪市六万寺,12
東大阪市環境衛生検査センター,14
楠葉,9
枚方市役所,12
王仁公園,12
高槻北,17
庄所,14
八尾市保健所,****
成田,
寝屋川市役所,10
