局名,ppb
西部コミュニティセンター,61
国設大阪,58
茨木市役所,59
高石中学校,52
池田市立南畑会館,69
大東市役所,47
府立修徳学院,42
貝塚市消防署,57
島本町役場,65
富田林市役所,58
南海団地,****
泉南市役所,39
緑ケ丘小学校,58
三日市公民館,49
藤井寺市役所,46
岸和田中央公園,57
佐野中学校,48
泉大津市役所,63
豊能町役場,37
此花区役所,53
平尾小学校,53
野中小学校,****
桃谷中学校,53
大宮中学校,****
聖賢小学校,59
清江小学校,37
摂陽中学校,49
今宮中学校,56
九条南小学校,66
茨田北小学校,55
南港中央公園,39
出来島小学校,56
少林寺,47
浜寺,66
三宝,47
若松台,57
石津,****
登美丘,56
深井,58
美原,35
金岡南,60
高石消防署高師浜出張所,42
豊中市千成,56
豊中市千里,57
豊中市役所,61
吹田市垂水,57
吹田市北消防署,65
吹田市高野台,****
東大阪市西保健センター,****
東大阪市六万寺,39
東大阪市環境衛生検査センター,47
楠葉,57
枚方市役所,68
王仁公園,63
高槻北,63
庄所,65
八尾市保健所,46
成田,
寝屋川市役所,****
