局名,ppb
西部コミュニティセンター,6
国設大阪,10
茨木市役所,3
高石中学校,6
池田市立南畑会館,11
大東市役所,16
府立修徳学院,7
貝塚市消防署,7
島本町役場,9
富田林市役所,9
南海団地,14
泉南市役所,9
緑ケ丘小学校,7
三日市公民館,6
藤井寺市役所,7
岸和田中央公園,3
佐野中学校,5
泉大津市役所,6
豊能町役場,2
此花区役所,5
平尾小学校,7
野中小学校,2
桃谷中学校,9
大宮中学校,5
聖賢小学校,11
清江小学校,****
摂陽中学校,2
今宮中学校,****
九条南小学校,8
茨田北小学校,11
南港中央公園,****
出来島小学校,****
少林寺,6
浜寺,7
三宝,1
若松台,7
石津,8
登美丘,6
深井,7
美原,3
金岡南,9
高石消防署高師浜出張所,4
豊中市千成,3
豊中市千里,9
豊中市役所,9
吹田市垂水,4
吹田市北消防署,5
吹田市高野台,1
東大阪市西保健センター,2
東大阪市六万寺,6
東大阪市環境衛生検査センター,3
楠葉,3
枚方市役所,1
王仁公園,4
高槻北,17
庄所,5
八尾市保健所,0
成田,
寝屋川市役所,7
