局名,ppb
西部コミュニティセンター,6
国設大阪,7
茨木市役所,6
高石中学校,11
池田市立南畑会館,13
大東市役所,3
府立修徳学院,5
貝塚市消防署,14
島本町役場,11
富田林市役所,****
南海団地,14
泉南市役所,14
緑ケ丘小学校,10
三日市公民館,13
藤井寺市役所,11
岸和田中央公園,13
佐野中学校,10
泉大津市役所,12
豊能町役場,15
此花区役所,4
平尾小学校,6
野中小学校,7
桃谷中学校,8
大宮中学校,7
聖賢小学校,5
清江小学校,8
摂陽中学校,9
今宮中学校,6
九条南小学校,7
茨田北小学校,5
南港中央公園,3
出来島小学校,6
少林寺,8
浜寺,12
三宝,7
若松台,12
石津,6
登美丘,11
深井,10
美原,7
金岡南,11
高石消防署高師浜出張所,8
豊中市千成,7
豊中市千里,7
豊中市役所,5
吹田市垂水,6
吹田市北消防署,8
吹田市高野台,6
東大阪市西保健センター,6
東大阪市六万寺,8
東大阪市環境衛生検査センター,6
楠葉,8
枚方市役所,7
王仁公園,7
高槻北,22
庄所,8
八尾市保健所,8
成田,
寝屋川市役所,7
