局名,ppb
西部コミュニティセンター,8
国設大阪,6
茨木市役所,13
高石中学校,4
池田市立南畑会館,17
大東市役所,11
府立修徳学院,15
貝塚市消防署,10
島本町役場,18
富田林市役所,19
南海団地,18
泉南市役所,18
緑ケ丘小学校,10
三日市公民館,18
藤井寺市役所,15
岸和田中央公園,7
佐野中学校,14
泉大津市役所,3
豊能町役場,20
此花区役所,7
平尾小学校,9
野中小学校,14
桃谷中学校,11
大宮中学校,10
聖賢小学校,9
清江小学校,8
摂陽中学校,10
今宮中学校,8
九条南小学校,6
茨田北小学校,7
南港中央公園,2
出来島小学校,9
少林寺,3
浜寺,4
三宝,4
若松台,13
石津,2
登美丘,16
深井,11
美原,13
金岡南,15
高石消防署高師浜出張所,2
豊中市千成,****
豊中市千里,11
豊中市役所,13
吹田市垂水,18
吹田市北消防署,13
吹田市高野台,11
東大阪市西保健センター,12
東大阪市六万寺,15
東大阪市環境衛生検査センター,11
楠葉,15
枚方市役所,12
王仁公園,11
高槻北,****
庄所,16
八尾市保健所,18
成田,
寝屋川市役所,10
