局名,ppb
西部コミュニティセンター,4
国設大阪,4
茨木市役所,3
高石中学校,7
池田市立南畑会館,3
大東市役所,2
府立修徳学院,17
貝塚市消防署,19
島本町役場,0
富田林市役所,14
南海団地,31
泉南市役所,30
緑ケ丘小学校,17
三日市公民館,17
藤井寺市役所,14
岸和田中央公園,9
佐野中学校,15
泉大津市役所,11
豊能町役場,5
此花区役所,3
平尾小学校,2
野中小学校,7
桃谷中学校,3
大宮中学校,5
聖賢小学校,5
清江小学校,0
摂陽中学校,0
今宮中学校,3
九条南小学校,2
茨田北小学校,5
南港中央公園,1
出来島小学校,3
少林寺,5
浜寺,13
三宝,5
若松台,24
石津,4
登美丘,12
深井,7
美原,8
金岡南,12
高石消防署高師浜出張所,7
豊中市千成,7
豊中市千里,4
豊中市役所,2
吹田市垂水,6
吹田市北消防署,3
吹田市高野台,2
東大阪市西保健センター,2
東大阪市六万寺,12
東大阪市環境衛生検査センター,0
楠葉,2
枚方市役所,2
王仁公園,7
高槻北,****
庄所,2
八尾市保健所,2
成田,
寝屋川市役所,3
