局名,ppb
西部コミュニティセンター,3
国設大阪,14
茨木市役所,0
高石中学校,28
池田市立南畑会館,26
大東市役所,22
府立修徳学院,22
貝塚市消防署,34
島本町役場,3
富田林市役所,26
南海団地,40
泉南市役所,42
緑ケ丘小学校,25
三日市公民館,18
藤井寺市役所,27
岸和田中央公園,36
佐野中学校,40
泉大津市役所,39
豊能町役場,22
此花区役所,21
平尾小学校,14
野中小学校,4
桃谷中学校,14
大宮中学校,3
聖賢小学校,11
清江小学校,26
摂陽中学校,23
今宮中学校,10
九条南小学校,****
茨田北小学校,10
南港中央公園,19
出来島小学校,8
少林寺,30
浜寺,33
三宝,17
若松台,11
石津,28
登美丘,25
深井,23
美原,19
金岡南,28
高石消防署高師浜出張所,26
豊中市千成,1
豊中市千里,2
豊中市役所,1
吹田市垂水,1
吹田市北消防署,3
吹田市高野台,1
東大阪市西保健センター,16
東大阪市六万寺,27
東大阪市環境衛生検査センター,10
楠葉,1
枚方市役所,0
王仁公園,****
高槻北,****
庄所,1
八尾市保健所,22
成田,
寝屋川市役所,9
