局名,ppb
西部コミュニティセンター,16
国設大阪,22
茨木市役所,12
高石中学校,18
池田市立南畑会館,29
大東市役所,21
府立修徳学院,16
貝塚市消防署,30
島本町役場,12
富田林市役所,16
南海団地,34
泉南市役所,29
緑ケ丘小学校,22
三日市公民館,17
藤井寺市役所,16
岸和田中央公園,20
佐野中学校,22
泉大津市役所,20
豊能町役場,10
此花区役所,****
平尾小学校,19
野中小学校,23
桃谷中学校,8
大宮中学校,****
聖賢小学校,****
清江小学校,12
摂陽中学校,****
今宮中学校,17
九条南小学校,****
茨田北小学校,****
南港中央公園,25
出来島小学校,21
少林寺,9
浜寺,11
三宝,10
若松台,22
石津,9
登美丘,22
深井,21
美原,12
金岡南,18
高石消防署高師浜出張所,16
豊中市千成,11
豊中市千里,24
豊中市役所,18
吹田市垂水,****
吹田市北消防署,****
吹田市高野台,10
東大阪市西保健センター,13
東大阪市六万寺,15
東大阪市環境衛生検査センター,2
楠葉,13
枚方市役所,18
王仁公園,14
高槻北,****
庄所,19
八尾市保健所,9
成田,
寝屋川市役所,15
