局名,ppb
西部コミュニティセンター,3
国設大阪,1
茨木市役所,1
高石中学校,9
池田市立南畑会館,12
大東市役所,4
府立修徳学院,17
貝塚市消防署,17
島本町役場,3
富田林市役所,23
南海団地,39
泉南市役所,33
緑ケ丘小学校,10
三日市公民館,20
藤井寺市役所,18
岸和田中央公園,6
佐野中学校,14
泉大津市役所,11
豊能町役場,3
此花区役所,2
平尾小学校,1
野中小学校,3
桃谷中学校,3
大宮中学校,1
聖賢小学校,2
清江小学校,1
摂陽中学校,0
今宮中学校,1
九条南小学校,****
茨田北小学校,3
南港中央公園,2
出来島小学校,1
少林寺,4
浜寺,12
三宝,1
若松台,9
石津,9
登美丘,22
深井,0
美原,12
金岡南,5
高石消防署高師浜出張所,1
豊中市千成,1
豊中市千里,10
豊中市役所,2
吹田市垂水,2
吹田市北消防署,2
吹田市高野台,1
東大阪市西保健センター,7
東大阪市六万寺,20
東大阪市環境衛生検査センター,3
楠葉,2
枚方市役所,0
王仁公園,****
高槻北,****
庄所,1
八尾市保健所,11
成田,
寝屋川市役所,1
