局名,ppb
西部コミュニティセンター,2
国設大阪,1
茨木市役所,0
高石中学校,13
池田市立南畑会館,1
大東市役所,2
府立修徳学院,17
貝塚市消防署,25
島本町役場,3
富田林市役所,20
南海団地,32
泉南市役所,30
緑ケ丘小学校,22
三日市公民館,18
藤井寺市役所,16
岸和田中央公園,13
佐野中学校,21
泉大津市役所,20
豊能町役場,3
此花区役所,2
平尾小学校,2
野中小学校,2
桃谷中学校,3
大宮中学校,2
聖賢小学校,3
清江小学校,****
摂陽中学校,7
今宮中学校,****
九条南小学校,****
茨田北小学校,4
南港中央公園,****
出来島小学校,****
少林寺,2
浜寺,19
三宝,1
若松台,10
石津,9
登美丘,27
深井,11
美原,6
金岡南,11
高石消防署高師浜出張所,12
豊中市千成,1
豊中市千里,1
豊中市役所,2
吹田市垂水,1
吹田市北消防署,2
吹田市高野台,1
東大阪市西保健センター,13
東大阪市六万寺,12
東大阪市環境衛生検査センター,2
楠葉,1
枚方市役所,0
王仁公園,****
高槻北,****
庄所,1
八尾市保健所,10
成田,
寝屋川市役所,1
