局名,ppb
西部コミュニティセンター,8
国設大阪,8
茨木市役所,11
高石中学校,13
池田市立南畑会館,21
大東市役所,****
府立修徳学院,20
貝塚市消防署,14
島本町役場,14
富田林市役所,13
南海団地,23
泉南市役所,21
緑ケ丘小学校,25
三日市公民館,26
藤井寺市役所,11
岸和田中央公園,13
佐野中学校,7
泉大津市役所,20
豊能町役場,24
此花区役所,6
平尾小学校,11
野中小学校,10
桃谷中学校,10
大宮中学校,8
聖賢小学校,8
清江小学校,13
摂陽中学校,9
今宮中学校,10
九条南小学校,****
茨田北小学校,12
南港中央公園,4
出来島小学校,11
少林寺,9
浜寺,14
三宝,14
若松台,7
石津,12
登美丘,13
深井,14
美原,9
金岡南,8
高石消防署高師浜出張所,13
豊中市千成,12
豊中市千里,15
豊中市役所,13
吹田市垂水,12
吹田市北消防署,18
吹田市高野台,13
東大阪市西保健センター,13
東大阪市六万寺,6
東大阪市環境衛生検査センター,9
楠葉,7
枚方市役所,9
王仁公園,****
高槻北,****
庄所,15
八尾市保健所,10
成田,
寝屋川市役所,12
