局名,ppb
西部コミュニティセンター,2
国設大阪,1
茨木市役所,1
高石中学校,8
池田市立南畑会館,2
大東市役所,2
府立修徳学院,21
貝塚市消防署,18
島本町役場,1
富田林市役所,17
南海団地,33
泉南市役所,29
緑ケ丘小学校,22
三日市公民館,16
藤井寺市役所,20
岸和田中央公園,16
佐野中学校,21
泉大津市役所,14
豊能町役場,2
此花区役所,****
平尾小学校,8
野中小学校,3
桃谷中学校,3
大宮中学校,****
聖賢小学校,****
清江小学校,13
摂陽中学校,****
今宮中学校,3
九条南小学校,****
茨田北小学校,****
南港中央公園,9
出来島小学校,2
少林寺,13
浜寺,16
三宝,14
若松台,28
石津,15
登美丘,18
深井,13
美原,14
金岡南,17
高石消防署高師浜出張所,9
豊中市千成,5
豊中市千里,7
豊中市役所,1
吹田市垂水,2
吹田市北消防署,2
吹田市高野台,2
東大阪市西保健センター,2
東大阪市六万寺,12
東大阪市環境衛生検査センター,0
楠葉,4
枚方市役所,6
王仁公園,9
高槻北,****
庄所,2
八尾市保健所,2
成田,
寝屋川市役所,5
