局名,ppb
西部コミュニティセンター,2
国設大阪,1
茨木市役所,1
高石中学校,15
池田市立南畑会館,27
大東市役所,1
府立修徳学院,15
貝塚市消防署,18
島本町役場,0
富田林市役所,17
南海団地,27
泉南市役所,15
緑ケ丘小学校,17
三日市公民館,7
藤井寺市役所,10
岸和田中央公園,15
佐野中学校,11
泉大津市役所,16
豊能町役場,3
此花区役所,2
平尾小学校,1
野中小学校,4
桃谷中学校,3
大宮中学校,2
聖賢小学校,1
清江小学校,26
摂陽中学校,4
今宮中学校,1
九条南小学校,1
茨田北小学校,3
南港中央公園,8
出来島小学校,1
少林寺,7
浜寺,15
三宝,14
若松台,6
石津,14
登美丘,20
深井,11
美原,9
金岡南,13
高石消防署高師浜出張所,12
豊中市千成,1
豊中市千里,20
豊中市役所,1
吹田市垂水,2
吹田市北消防署,10
吹田市高野台,0
東大阪市西保健センター,3
東大阪市六万寺,14
東大阪市環境衛生検査センター,2
楠葉,1
枚方市役所,0
王仁公園,****
高槻北,****
庄所,1
八尾市保健所,7
成田,
寝屋川市役所,1
