局名,ppb
西部コミュニティセンター,3
国設大阪,7
茨木市役所,6
高石中学校,8
池田市立南畑会館,18
大東市役所,5
府立修徳学院,15
貝塚市消防署,13
島本町役場,13
富田林市役所,7
南海団地,24
泉南市役所,27
緑ケ丘小学校,12
三日市公民館,17
藤井寺市役所,13
岸和田中央公園,10
佐野中学校,17
泉大津市役所,13
豊能町役場,9
此花区役所,****
平尾小学校,2
野中小学校,7
桃谷中学校,6
大宮中学校,****
聖賢小学校,****
清江小学校,2
摂陽中学校,****
今宮中学校,4
九条南小学校,1
茨田北小学校,****
南港中央公園,2
出来島小学校,5
少林寺,9
浜寺,11
三宝,4
若松台,8
石津,10
登美丘,8
深井,11
美原,8
金岡南,12
高石消防署高師浜出張所,10
豊中市千成,1
豊中市千里,9
豊中市役所,6
吹田市垂水,6
吹田市北消防署,10
吹田市高野台,6
東大阪市西保健センター,7
東大阪市六万寺,16
東大阪市環境衛生検査センター,6
楠葉,8
枚方市役所,4
王仁公園,****
高槻北,****
庄所,6
八尾市保健所,4
成田,
寝屋川市役所,5
