局名,ppb
西部コミュニティセンター,2
国設大阪,6
茨木市役所,4
高石中学校,7
池田市立南畑会館,21
大東市役所,7
府立修徳学院,11
貝塚市消防署,17
島本町役場,2
富田林市役所,10
南海団地,28
泉南市役所,19
緑ケ丘小学校,17
三日市公民館,10
藤井寺市役所,10
岸和田中央公園,11
佐野中学校,13
泉大津市役所,12
豊能町役場,26
此花区役所,2
平尾小学校,2
野中小学校,4
桃谷中学校,4
大宮中学校,2
聖賢小学校,5
清江小学校,4
摂陽中学校,8
今宮中学校,2
九条南小学校,1
茨田北小学校,2
南港中央公園,1
出来島小学校,1
少林寺,6
浜寺,13
三宝,1
若松台,16
石津,11
登美丘,16
深井,5
美原,6
金岡南,11
高石消防署高師浜出張所,10
豊中市千成,5
豊中市千里,****
豊中市役所,****
吹田市垂水,1
吹田市北消防署,9
吹田市高野台,2
東大阪市西保健センター,4
東大阪市六万寺,10
東大阪市環境衛生検査センター,2
楠葉,5
枚方市役所,5
王仁公園,14
高槻北,****
庄所,4
八尾市保健所,5
成田,
寝屋川市役所,2
