局名,ppb
西部コミュニティセンター,5
国設大阪,11
茨木市役所,1
高石中学校,3
池田市立南畑会館,15
大東市役所,5
府立修徳学院,11
貝塚市消防署,24
島本町役場,2
富田林市役所,12
南海団地,31
泉南市役所,25
緑ケ丘小学校,29
三日市公民館,11
藤井寺市役所,6
岸和田中央公園,15
佐野中学校,14
泉大津市役所,8
豊能町役場,2
此花区役所,6
平尾小学校,13
野中小学校,7
桃谷中学校,18
大宮中学校,4
聖賢小学校,7
清江小学校,8
摂陽中学校,2
今宮中学校,15
九条南小学校,4
茨田北小学校,9
南港中央公園,10
出来島小学校,4
少林寺,2
浜寺,2
三宝,14
若松台,22
石津,3
登美丘,10
深井,3
美原,0
金岡南,3
高石消防署高師浜出張所,2
豊中市千成,6
豊中市千里,11
豊中市役所,8
吹田市垂水,8
吹田市北消防署,4
吹田市高野台,2
東大阪市西保健センター,3
東大阪市六万寺,11
東大阪市環境衛生検査センター,2
楠葉,3
枚方市役所,0
王仁公園,2
高槻北,****
庄所,2
八尾市保健所,2
成田,
寝屋川市役所,2
