局名,ppb
西部コミュニティセンター,6
国設大阪,4
茨木市役所,6
高石中学校,7
池田市立南畑会館,14
大東市役所,6
府立修徳学院,7
貝塚市消防署,9
島本町役場,8
富田林市役所,11
南海団地,18
泉南市役所,20
緑ケ丘小学校,17
三日市公民館,15
藤井寺市役所,7
岸和田中央公園,7
佐野中学校,13
泉大津市役所,5
豊能町役場,15
此花区役所,5
平尾小学校,6
野中小学校,6
桃谷中学校,6
大宮中学校,4
聖賢小学校,5
清江小学校,7
摂陽中学校,4
今宮中学校,6
九条南小学校,4
茨田北小学校,7
南港中央公園,3
出来島小学校,6
少林寺,6
浜寺,8
三宝,8
若松台,13
石津,7
登美丘,8
深井,6
美原,4
金岡南,7
高石消防署高師浜出張所,7
豊中市千成,10
豊中市千里,7
豊中市役所,5
吹田市垂水,6
吹田市北消防署,10
吹田市高野台,8
東大阪市西保健センター,6
東大阪市六万寺,3
東大阪市環境衛生検査センター,3
楠葉,6
枚方市役所,5
王仁公園,5
高槻北,****
庄所,10
八尾市保健所,5
成田,
寝屋川市役所,5
