局名,ppb
西部コミュニティセンター,14
国設大阪,7
茨木市役所,13
高石中学校,3
池田市立南畑会館,29
大東市役所,9
府立修徳学院,5
貝塚市消防署,12
島本町役場,16
富田林市役所,8
南海団地,29
泉南市役所,27
緑ケ丘小学校,10
三日市公民館,11
藤井寺市役所,12
岸和田中央公園,10
佐野中学校,23
泉大津市役所,8
豊能町役場,24
此花区役所,4
平尾小学校,4
野中小学校,15
桃谷中学校,13
大宮中学校,13
聖賢小学校,12
清江小学校,8
摂陽中学校,10
今宮中学校,15
九条南小学校,4
茨田北小学校,18
南港中央公園,2
出来島小学校,2
少林寺,5
浜寺,7
三宝,7
若松台,7
石津,8
登美丘,8
深井,2
美原,6
金岡南,9
高石消防署高師浜出張所,4
豊中市千成,12
豊中市千里,17
豊中市役所,17
吹田市垂水,14
吹田市北消防署,12
吹田市高野台,12
東大阪市西保健センター,11
東大阪市六万寺,10
東大阪市環境衛生検査センター,6
楠葉,17
枚方市役所,8
王仁公園,****
高槻北,****
庄所,16
八尾市保健所,11
成田,
寝屋川市役所,9
