局名,ppb
西部コミュニティセンター,5
国設大阪,6
茨木市役所,12
高石中学校,1
池田市立南畑会館,12
大東市役所,8
府立修徳学院,15
貝塚市消防署,4
島本町役場,22
富田林市役所,12
南海団地,14
泉南市役所,7
緑ケ丘小学校,2
三日市公民館,9
藤井寺市役所,7
岸和田中央公園,4
佐野中学校,9
泉大津市役所,1
豊能町役場,17
此花区役所,6
平尾小学校,6
野中小学校,12
桃谷中学校,7
大宮中学校,7
聖賢小学校,7
清江小学校,6
摂陽中学校,4
今宮中学校,5
九条南小学校,6
茨田北小学校,6
南港中央公園,2
出来島小学校,8
少林寺,4
浜寺,1
三宝,4
若松台,2
石津,2
登美丘,1
深井,0
美原,4
金岡南,7
高石消防署高師浜出張所,1
豊中市千成,****
豊中市千里,8
豊中市役所,6
吹田市垂水,12
吹田市北消防署,8
吹田市高野台,8
東大阪市西保健センター,6
東大阪市六万寺,12
東大阪市環境衛生検査センター,3
楠葉,9
枚方市役所,9
王仁公園,8
高槻北,****
庄所,12
八尾市保健所,13
成田,
寝屋川市役所,8
