局名,ppb
西部コミュニティセンター,2
国設大阪,0
茨木市役所,1
高石中学校,21
池田市立南畑会館,2
大東市役所,2
府立修徳学院,7
貝塚市消防署,32
島本町役場,0
富田林市役所,7
南海団地,31
泉南市役所,25
緑ケ丘小学校,22
三日市公民館,8
藤井寺市役所,4
岸和田中央公園,29
佐野中学校,37
泉大津市役所,30
豊能町役場,6
此花区役所,1
平尾小学校,2
野中小学校,2
桃谷中学校,3
大宮中学校,2
聖賢小学校,1
清江小学校,0
摂陽中学校,0
今宮中学校,1
九条南小学校,1
茨田北小学校,2
南港中央公園,2
出来島小学校,1
少林寺,1
浜寺,6
三宝,0
若松台,20
石津,3
登美丘,12
深井,2
美原,1
金岡南,1
高石消防署高師浜出張所,13
豊中市千成,2
豊中市千里,2
豊中市役所,2
吹田市垂水,1
吹田市北消防署,1
吹田市高野台,1
東大阪市西保健センター,2
東大阪市六万寺,2
東大阪市環境衛生検査センター,0
楠葉,1
枚方市役所,0
王仁公園,1
高槻北,****
庄所,1
八尾市保健所,0
成田,
寝屋川市役所,1
