局名,ppb
西部コミュニティセンター,1
国設大阪,1
茨木市役所,0
高石中学校,5
池田市立南畑会館,15
大東市役所,1
府立修徳学院,6
貝塚市消防署,12
島本町役場,2
富田林市役所,11
南海団地,17
泉南市役所,17
緑ケ丘小学校,2
三日市公民館,11
藤井寺市役所,3
岸和田中央公園,6
佐野中学校,9
泉大津市役所,5
豊能町役場,33
此花区役所,5
平尾小学校,1
野中小学校,11
桃谷中学校,2
大宮中学校,1
聖賢小学校,2
清江小学校,0
摂陽中学校,0
今宮中学校,1
九条南小学校,2
茨田北小学校,2
南港中央公園,2
出来島小学校,5
少林寺,1
浜寺,2
三宝,0
若松台,9
石津,1
登美丘,6
深井,4
美原,2
金岡南,3
高石消防署高師浜出張所,2
豊中市千成,14
豊中市千里,****
豊中市役所,2
吹田市垂水,3
吹田市北消防署,2
吹田市高野台,3
東大阪市西保健センター,2
東大阪市六万寺,2
東大阪市環境衛生検査センター,0
楠葉,1
枚方市役所,0
王仁公園,1
高槻北,****
庄所,2
八尾市保健所,1
成田,
寝屋川市役所,1
