局名,ppb
西部コミュニティセンター,13
国設大阪,9
茨木市役所,6
高石中学校,16
池田市立南畑会館,26
大東市役所,4
府立修徳学院,11
貝塚市消防署,23
島本町役場,10
富田林市役所,10
南海団地,29
泉南市役所,29
緑ケ丘小学校,10
三日市公民館,11
藤井寺市役所,8
岸和田中央公園,22
佐野中学校,23
泉大津市役所,20
豊能町役場,10
此花区役所,5
平尾小学校,9
野中小学校,12
桃谷中学校,8
大宮中学校,11
聖賢小学校,12
清江小学校,15
摂陽中学校,7
今宮中学校,10
九条南小学校,5
茨田北小学校,8
南港中央公園,12
出来島小学校,5
少林寺,14
浜寺,17
三宝,11
若松台,12
石津,8
登美丘,10
深井,11
美原,4
金岡南,11
高石消防署高師浜出張所,10
豊中市千成,8
豊中市千里,23
豊中市役所,12
吹田市垂水,18
吹田市北消防署,23
吹田市高野台,6
東大阪市西保健センター,5
東大阪市六万寺,8
東大阪市環境衛生検査センター,2
楠葉,15
枚方市役所,5
王仁公園,4
高槻北,****
庄所,8
八尾市保健所,6
成田,
寝屋川市役所,5
