局名,ppb
西部コミュニティセンター,8
国設大阪,8
茨木市役所,4
高石中学校,22
池田市立南畑会館,12
大東市役所,8
府立修徳学院,21
貝塚市消防署,18
島本町役場,2
富田林市役所,18
南海団地,24
泉南市役所,17
緑ケ丘小学校,14
三日市公民館,11
藤井寺市役所,23
岸和田中央公園,21
佐野中学校,13
泉大津市役所,22
豊能町役場,7
此花区役所,8
平尾小学校,16
野中小学校,18
桃谷中学校,18
大宮中学校,7
聖賢小学校,10
清江小学校,15
摂陽中学校,12
今宮中学校,14
九条南小学校,10
茨田北小学校,17
南港中央公園,17
出来島小学校,2
少林寺,14
浜寺,23
三宝,9
若松台,18
石津,20
登美丘,22
深井,18
美原,12
金岡南,23
高石消防署高師浜出張所,13
豊中市千成,22
豊中市千里,6
豊中市役所,15
吹田市垂水,13
吹田市北消防署,8
吹田市高野台,8
東大阪市西保健センター,5
東大阪市六万寺,15
東大阪市環境衛生検査センター,6
楠葉,12
枚方市役所,4
王仁公園,8
高槻北,****
庄所,14
八尾市保健所,20
成田,
寝屋川市役所,7
